"entity_name","entity_regno","entity_regdate","vatid","capital","entity_contact_type","entity_contact","entity_contact_address","entity_contact_address_city","entity_contact_address_country","entity_contact_address_zip","entity_contact_delivery_person","entity_contact_delivery_email","entity_contact_delivery_phone","entity_contact_note"
"SDGs ActionConsulting OÜ",16364253,"12.11.2021","",2500,"email","1151@000.ee","","","","","","","",""
"SDGs ActionConsulting OÜ",16364253,"12.11.2021","",2500,"notificationemail","kabakoji1978@yahoo.co.jp","","","","","","","",""
"Sea Breeze Holdings Ltd. Eesti filiaal",12865354,"12.06.2015","",0,"address","","Roosikrantsi tn 2-251","Tallinn","EE",10119,"","","",""
"Sea Breeze Holdings Ltd. Eesti filiaal",12865354,"12.06.2015","",0,"ariregistriaddres","","","","","","","","",""
"Sea Breeze Holdings Ltd. Eesti filiaal",12865354,"12.06.2015","",0,"email","totwall777@gmail.com","","","","","","","",""
"Sea-Freight Automation Framework Foundation MTÜ",80550002,"02.05.2018","",0,"ariregistriaddres","","","","","","","","",""
"Sea-Freight Automation Framework Foundation MTÜ",80550002,"02.05.2018","",0,"email","K119@000.ee","","","","","","","",""
"Sea-Freight Automation Framework Foundation MTÜ",80550002,"02.05.2018","",0,"notificationemail","agoussia@yahoo.com","","","","","","","",""
"SEH OÜ",14568431,"17.09.2018","",2500,"address","","Roosikrantsi tn 2-442k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"SEH OÜ",14568431,"17.09.2018","",2500,"ariregistriaddres","","Roosikrantsi tn 2-442k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"SEH OÜ",14568431,"17.09.2018","",2500,"email","ehab.hamam1978@gmail.com","","","","","","","",""
"SEH OÜ",14568431,"17.09.2018","",2500,"notificationemail","ehab.hamam1978@gmail.com","","","","","","","",""
"SelfExchange OÜ",14527627,"17.07.2018","",2500,"ariregistriaddres","","","","","","","","",""
"SelfExchange OÜ",14527627,"17.07.2018","",2500,"email","392K@000.ee","","","","","","","",""
"SelfExchange OÜ",14527627,"17.07.2018","",2500,"notificationemail","amartyagautam@selfsell.com","","","","","","","",""
"Services Company OÜ",14506358,"12.06.2018","",2500,"ariregistriaddres","","","","","","","","",""
"Services Company OÜ",14506358,"12.06.2018","",2500,"email","","","","","","","","",""
"Services Company OÜ",14506358,"12.06.2018","",2500,"notificationemail","email@vaclavstrmiska.com","","","","","","","",""
"Sheridan Solutions OÜ",14630839,"27.12.2018","",2500,"email","Sheridan Solutions OÜ","","","","","","","",""
"Silver Alt Investments OÜ",14965391,"07.05.2020","",2500,"address","","Roosikrantsi tn 2-1264","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Silver Alt Investments OÜ",14965391,"07.05.2020","",2500,"ariregistriaddres","","Roosikrantsi tn 2-1264","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Silver Alt Investments OÜ",14965391,"07.05.2020","",2500,"email","1264@000.ee","","","","","","","",""
"Silver Alt Investments OÜ",14965391,"07.05.2020","",2500,"notificationemail","suki.suen@aeneasgroup.com","","","","","","","",""
"Singlebell OÜ",14443132,"07.03.2018","",2500,"email","Singlebell OÜ","","","","","","","",""
"SJG Ventures OÜ",14681989,"14.03.2019","",2500,"email","SJG Ventures OÜ","","","","","","","",""
"Skyl Investments OÜ",14965422,"07.05.2020","",2500,"address","","Roosikrantsi tn 2-1263","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Skyl Investments OÜ",14965422,"07.05.2020","",2500,"ariregistriaddres","","Roosikrantsi tn 2-1263","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Skyl Investments OÜ",14965422,"07.05.2020","",2500,"email","1263@000.ee","","","","","","","",""
"Skyl Investments OÜ",14965422,"07.05.2020","",2500,"notificationemail","suki.suen@aeneasgroup.com","","","","","","","",""
"SLOTH SOFTWARE SOLUTIONS OÜ",14813586,"26.09.2019","",2500,"ariregistriaddres","","","","","","","","",""
"SLOTH SOFTWARE SOLUTIONS OÜ",14813586,"26.09.2019","",2500,"email","sajiov2004@gmail.com","","","","","","","",""
"SLOTH SOFTWARE SOLUTIONS OÜ",14813586,"26.09.2019","",2500,"notificationemail","sajiov2004@gmail.com","","","","","","","",""
"SLOTH SOFTWARE SOLUTIONS OÜ",14813586,"26.09.2019","",2500,"phone","+98 9352000380;+98 9123990040","","","","","","","",""
"SLOVRU Consult OÜ",14846752,"12.11.2019","",2500,"ariregistriaddres","","","","","","","","",""
"SLOVRU Consult OÜ",14846752,"12.11.2019","",2500,"email","1218@000.ee","","","","","","","",""
"SLOVRU Consult OÜ",14846752,"12.11.2019","",2500,"notificationemail","rpaulinsky@gmail.com","","","","","","","",""
"Smart Financial Services OÜ",14425358,"08.02.2018","",2500,"email","Smart Financial Services OÜ","","","","","","","",""
"SmartCoin Services OÜ",14436942,"26.02.2018","",2500,"address","","","","","","","","",""
"SmartCoin Services OÜ",14436942,"26.02.2018","",2500,"ariregistriaddres","","","","","","","","",""
"SmartCoin Services OÜ",14436942,"26.02.2018","",2500,"email","SmartCoin Services OÜ","","","","","","","",""
"SmartCoin Services OÜ",14436942,"26.02.2018","",2500,"notificationemail","gusroosen@gmail.com","","","","","","","",""
"SmartGroup OÜ",14430402,"15.02.2018","",2500,"ariregistriaddres","","","","","","","","",""
"SmartGroup OÜ",14430402,"15.02.2018","",2500,"email","infosmgr@gmx.com","","","","","","","",""
"SmartMind OÜ",14573165,"24.09.2018","EE102227040","12000 EUR","address","","Roosikrantsi tn 2-661k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"SmartMind OÜ",14573165,"24.09.2018","EE102227040","12000 EUR","ariregistriaddres","","","","","","","","",""
"SmartMind OÜ",14573165,"24.09.2018","EE102227040","12000 EUR","email","marc.pop@sao-exchange.com","","","","","","","",""
"SmartMind OÜ",14573165,"24.09.2018","EE102227040","12000 EUR","notificationemail","marc.pop86@gmail.com","","","","","","","",""
"SOBA 4488 OÜ",14379210,"28.11.2017","",2500,"address","","Roosikrantsi tn 2-127","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"SOBA 4488 OÜ",14379210,"28.11.2017","",2500,"ariregistriaddres","","Roosikrantsi tn 2-127","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"SOBA 4488 OÜ",14379210,"28.11.2017","",2500,"email","127K@000.ee","","","","","","","",""
"SOBA 4488 OÜ",14379210,"28.11.2017","",2500,"notificationemail","force21ee@gmail.com","","","","","","","",""
"SoftSkyTech OÜ",16204294,"12.04.2021","",2500,"address","","Roosikrantsi tn 2-1009","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"SoftSkyTech OÜ",16204294,"12.04.2021","",2500,"ariregistriaddres","","Roosikrantsi tn 2-1009","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"SoftSkyTech OÜ",16204294,"12.04.2021","",2500,"email","1009@000.ee","","","","","","","",""
"SoftSkyTech OÜ",16204294,"12.04.2021","",2500,"notificationemail","lilach@mellius.com","","","","","","","",""
"Solve.Care Digital Asset Operations OÜ",14900150,"29.01.2020","",12000,"address","","Narva mnt 5","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10117,"","","",""
"Solve.Care Digital Asset Operations OÜ",14900150,"29.01.2020","",12000,"ariregistriaddres","","Narva mnt 5","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10117,"","","",""
"Solve.Care Digital Asset Operations OÜ",14900150,"29.01.2020","",12000,"email","digital.assets@solve.care","","","","","","","",""
"Solve.Care Digital Asset Operations OÜ",14900150,"29.01.2020","",12000,"notificationemail","Viktoriia.Karlinska@solve.care","","","","","","","",""
"Solve.Care Foundation OÜ",14323600,"31.08.2017","EE102217843",2500,"address","","Narva mnt 5","Tallinn","EE",10117,"","","",""
"Solve.Care Foundation OÜ",14323600,"31.08.2017","EE102217843",2500,"ariregistriaddres","","Narva mnt 5","Tallinn","EE",10117,"","","",""
"Solve.Care Foundation OÜ",14323600,"31.08.2017","EE102217843",2500,"email","foundation@solve.care","","","","","","","",""
"Sonnendeck OÜ",16407689,"30.12.2021","","2500 EUR","address","","Kaarli pst 1 // Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Sonnendeck OÜ",16407689,"30.12.2021","","2500 EUR","ariregistriaddres","","Kaarli pst 1 // Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Sonnendeck OÜ",16407689,"30.12.2021","","2500 EUR","email","simon@warta.it","","","","","","","",""
"Sonnendeck OÜ",16407689,"30.12.2021","","2500 EUR","notificationemail","simon@warta.it","","","","","","","",""
"Speed Payments OÜ",14465777,"09.04.2018","EE102254893",2500,"address","","","","","","","","",""
"Speed Payments OÜ",14465777,"09.04.2018","EE102254893",2500,"ariregistriaddres","","","","","","","","",""
"Speed Payments OÜ",14465777,"09.04.2018","EE102254893",2500,"email","Speed Payments OÜ","","","","","","","",""
"SpringContent OÜ",14951302,"13.04.2020","",2500,"address","","Rännaku pst 12","Nõmme linnaosa, Tallinn, Harju maakond","EE",10917,"","","",""
"SpringContent OÜ",14951302,"13.04.2020","",2500,"ariregistriaddres","","Rännaku pst 12","Nõmme linnaosa, Tallinn, Harju maakond","EE",10917,"","","",""
"SpringContent OÜ",14951302,"13.04.2020","",2500,"email","alma.n.rodriguez@outlook.com","","","","","","","",""
"SquareTeam OÜ",14595907,"29.10.2018","",2500,"ariregistriaddres","","","","","","","","",""
"SquareTeam OÜ",14595907,"29.10.2018","",2500,"email","SquareTeam OÜ","","","","","","","",""
"SquareTeam OÜ",14595907,"29.10.2018","",2500,"notificationemail","arregi56@gmail.com","","","","","","","",""
"SRT Global IC VE Dis Ticaret OÜ",14953123,"16.04.2020","",2500,"ariregistriaddres","","","","","","","","",""
"SRT Global IC VE Dis Ticaret OÜ",14953123,"16.04.2020","",2500,"email","SRT Global IC VE Dis Ticaret OÜ","","","","","","","",""
"SRT Global IC VE Dis Ticaret OÜ",14953123,"16.04.2020","",2500,"notificationemail","espanamarcas@gmail.com","","","","","","","",""
"StablecoinsEx OÜ",14660450,"12.02.2019","",2500,"email","721K@000.ee","","","","","","","",""
"Stellarfin Technologies OÜ",14965669,"07.05.2020","",2500,"address","","Roosikrantsi tn 2-1266","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Stellarfin Technologies OÜ",14965669,"07.05.2020","",2500,"ariregistriaddres","","Roosikrantsi tn 2-1266","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Stellarfin Technologies OÜ",14965669,"07.05.2020","",2500,"email","1266@000.ee","","","","","","","",""
"Stellarfin Technologies OÜ",14965669,"07.05.2020","",2500,"notificationemail","suki.suen@aeneasgroup.com","","","","","","","",""
"StreamGroup OÜ",12970264,"30.12.2015","","2500 EUR","address","","Roosikrantsi tn 2-36","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"StreamGroup OÜ",12970264,"30.12.2015","","2500 EUR","ariregistriaddres","","Roosikrantsi tn 2-36","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"StreamGroup OÜ",12970264,"30.12.2015","","2500 EUR","email","k036@000.ee","","","","","","","",""
"StreamGroup OÜ",12970264,"30.12.2015","","2500 EUR","notificationemail","radek@poradek.eu","","","","","","","","kinnitatud"
"StreamGroup OÜ",12970264,"30.12.2015","","2500 EUR","phone","+420 724003415","","","","","","","",""
"Stronghand Holdings OÜ",14965631,"07.05.2020","",2500,"address","","Roosikrantsi tn 2-1265","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Stronghand Holdings OÜ",14965631,"07.05.2020","",2500,"ariregistriaddres","","Roosikrantsi tn 2-1265","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Stronghand Holdings OÜ",14965631,"07.05.2020","",2500,"email","1265@000.ee","","","","","","","",""
"Stronghand Holdings OÜ",14965631,"07.05.2020","",2500,"notificationemail","suki.suen@aeneasgroup.com","","","","","","","",""
"Stronvar Investment OÜ",14501591,"05.06.2018","",2500,"email","Stronvar Investment OÜ","","","","","","","",""
"Sunsong Trading OÜ",12687219,"09.07.2014","","","address","","Roosikrantsi tn 2-182","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Sunsong Trading OÜ",12687219,"09.07.2014","","","ariregistriaddres","","Roosikrantsi tn 2-182","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Sunsong Trading OÜ",12687219,"09.07.2014","","","email","vaihtoehtomeili@gmail.com","","","","","","","",""
"Sunsong Trading OÜ",12687219,"09.07.2014","","","notificationemail","kimmo@sunsongtrading.net","","","","","","","",""
"Superpay Technology Estonia OÜ",16099791,"17.11.2020","",2500,"ariregistriaddres","","","","","","","","",""
"Superpay Technology Estonia OÜ",16099791,"17.11.2020","",2500,"email","Superpay Technology Estonia OÜ","","","","","","","",""
"Superpay Technology Estonia OÜ",16099791,"17.11.2020","",2500,"notificationemail","RAIDOMAINS@GMAIL.COM","","","","","","","",""
"Sustainable Cleaner Cooking Coalition MTÜ",80573477,"21.11.2019","",0,"address","","Roosikrantsi tn 2-1214","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Sustainable Cleaner Cooking Coalition MTÜ",80573477,"21.11.2019","",0,"ariregistriaddres","","Roosikrantsi tn 2-1214","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Sustainable Cleaner Cooking Coalition MTÜ",80573477,"21.11.2019","",0,"email","1214@000.ee","","","","","","","",""
"Sustainable Cleaner Cooking Coalition MTÜ",80573477,"21.11.2019","",0,"notificationemail","conor_fox@hotmail.com","","","","","","","",""
"SwissBorg Networks OÜ",14593995,"25.10.2018","","2500 EUR","address","","Roosikrantsi tn 2-602k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"SwissBorg Networks OÜ",14593995,"25.10.2018","","2500 EUR","ariregistriaddres","","Roosikrantsi tn 2-602k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"SwissBorg Networks OÜ",14593995,"25.10.2018","","2500 EUR","email","legal@swissborg.com","","","","","","","",""
"SwissBorg Networks OÜ",14593995,"25.10.2018","","2500 EUR","notificationemail","andrew@swissborg.com","","","","","","","",""
"SwissBorg Solutions OÜ",14769371,"25.07.2019","","275000 EUR","address","","Rotermanni tn 6","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10111,"","","",""
"SwissBorg Solutions OÜ",14769371,"25.07.2019","","275000 EUR","ariregistriaddres","","Rotermanni tn 6","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10111,"","","",""
"SwissBorg Solutions OÜ",14769371,"25.07.2019","","275000 EUR","delivery","","Rue du Grand-Chêne 8","Lausanne","CH","CH - 1003","Christopher Beatty","christopher.beatty@swissborg.com",+41798552122,""
"SwissBorg Solutions OÜ",14769371,"25.07.2019","","275000 EUR","email","compliance@swissborg.com","","","","","","","",""
"SwissBorg Solutions OÜ",14769371,"25.07.2019","","275000 EUR","notificationemail","andrew@swissborg.com","","","","","","","",""
"Z&A Exchange OÜ",14506364,"12.06.2018","EE102173880",12000,"address","","Suur-Sepa tee 3-15","Viimsi alevik, Viimsi vald, Harju maakond","EE",74001,"","","",""
"Z&A Exchange OÜ",14506364,"12.06.2018","EE102173880",12000,"ariregistriaddres","","Suur-Sepa tee 3-15","Viimsi alevik, Viimsi vald, Harju maakond","EE",74001,"","","",""
"Z&A Exchange OÜ",14506364,"12.06.2018","EE102173880",12000,"email","za.exchange@outlook.com","","","","","","","",""
"Z&A Exchange OÜ",14506364,"12.06.2018","EE102173880",12000,"notificationemail","agent@000.ee","","","","","","","",""
"Zdepot OÜ",14442960,"06.03.2018","",2500,"email","Zdepot OÜ","","","","","","","",""
"Zeevaluebit Technologies OÜ",14674955,"04.03.2019","",2500,"email","Zeevaluebit Technologies OÜ","","","","","","","",""
"Zen Global Holdings OÜ",14772798,"31.07.2019","",2500,"ariregistriaddres","","","","","","","","",""
"Zen Global Holdings OÜ",14772798,"31.07.2019","",2500,"email","Zen Global Holdings OÜ","","","","","","","",""
"Zen Global Holdings OÜ",14772798,"31.07.2019","",2500,"notificationemail","va-trade@tuta.io","","","","","","","",""
"ZeroTime OÜ",14438970,"28.02.2018","","2500 EUR","address","","Roosikrantsi tn 2-437","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"ZeroTime OÜ",14438970,"28.02.2018","","2500 EUR","ariregistriaddres","","Roosikrantsi tn 2-437","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"ZeroTime OÜ",14438970,"28.02.2018","","2500 EUR","email","K437@000.ee","","","","","","","",""
"ZeroTime OÜ",14438970,"28.02.2018","","2500 EUR","notificationemail","zerotimeou@gmail.com","","","","","","","",""
"ZPoint OÜ",11764961,"16.11.2009","","2556 EUR","address","","Roosikrantsi tn 2-193","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"ZPoint OÜ",11764961,"16.11.2009","","2556 EUR","ariregistriaddres","","Roosikrantsi tn 2-193","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"ZPoint OÜ",11764961,"16.11.2009","","2556 EUR","email","zpoint09@gmail.com","","","","","","","",""
"ZPoint OÜ",11764961,"16.11.2009","","2556 EUR","notificationemail","zpoint09@gmail.com","","","","","","","",""
"ZTCSOFTWARE OÜ",14769419,"25.07.2019","",2500,"address","","Männimäe/1","Pudisoo küla, Kuusalu vald, Harju maakond","EE",74626,"","","",""
"ZTCSOFTWARE OÜ",14769419,"25.07.2019","",2500,"ariregistriaddres","","Männimäe/1","Pudisoo küla, Kuusalu vald, Harju maakond","EE",74626,"","","",""
"ZTCSOFTWARE OÜ",14769419,"25.07.2019","",2500,"email","ZTCSOFTWARE OÜ","","","","","","","",""
"T-Grid OÜ",14714743,"30.04.2019","",2500,"ariregistriaddres","","","","","","","","",""
"T-Grid OÜ",14714743,"30.04.2019","",2500,"email","support@t-grid.eu","","","","","","","",""
"T-Grid OÜ",14714743,"30.04.2019","",2500,"notificationemail","anna.ziemkendorf@whitenovember.com","","","","","","","",""
"TAKUMIJAPAN OÜ",14765969,"22.07.2019","","2500 EUR","address","","","","","","","","",""
"TAKUMIJAPAN OÜ",14765969,"22.07.2019","","2500 EUR","ariregistriaddres","","","","","","","","",""
"TAKUMIJAPAN OÜ",14765969,"22.07.2019","","2500 EUR","email","info@takumijapan.io","","","","","","","",""
"TAKUMIJAPAN OÜ",14765969,"22.07.2019","","2500 EUR","notificationemail","minamide@optlynx.com","","","","","","","",""
"Tatmas Exchange OÜ",14764698,"18.07.2019","",2500,"email","Tatmas Exchange OÜ","","","","","","","",""
"Tatmas Exchange OÜ",14764698,"18.07.2019","",2500,"notificationemail","jack.foong@stonegroup.com","","","","","","","",""
"Team100 OÜ",12838530,"22.04.2015","",2500,"address","","Pärnu mnt 67a","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10134,"","","",""
"Team100 OÜ",12838530,"22.04.2015","",2500,"ariregistriaddres","","Pärnu mnt 67a","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10134,"","","",""
"Team100 OÜ",12838530,"22.04.2015","",2500,"email","K121@000.ee","","","","","","","",""
"Team100 OÜ",12838530,"22.04.2015","",2500,"notificationemail","team100@team100.ee","","","","","","","",""
"Tech View OÜ",14522009,"09.07.2018","",12500,"ariregistriaddres","","","","","","","","",""
"Tech View OÜ",14522009,"09.07.2018","",12500,"email","Yohan26@protonmail.com","","","","","","","",""
"Tech View OÜ",14522009,"09.07.2018","",12500,"notificationemail","Yohan26@protonmail.com","","","","","","","",""
"Tech View OÜ",14522009,"09.07.2018","",12500,"phone","+44 7426056582","","","","","","","",""
"TechBank OÜ",14440607,"02.03.2018","",2500,"ariregistriaddres","","","","","","","","",""
"TechBank OÜ",14440607,"02.03.2018","",2500,"email","TechBank OÜ","","","","","","","",""
"TechBank OÜ",14440607,"02.03.2018","",2500,"notificationemail","jm.beeone@gmail.com","","","","","","","",""
"TechCapital Process OÜ",14399603,"02.01.2018","",2500,"ariregistriaddres","","Lõõtsa tn 8","Tallinn","EE",11415,"","","",""
"TechCapital Process OÜ",14399603,"02.01.2018","",2500,"email","info@prifinance.com","","","","","","","",""
"Techflame OÜ",14774225,"02.08.2019","EE102250156",2500,"address","","Roosikrantsi tn 2-1106","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Techflame OÜ",14774225,"02.08.2019","EE102250156",2500,"ariregistriaddres","","Roosikrantsi tn 2-1106","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Techflame OÜ",14774225,"02.08.2019","EE102250156",2500,"email","1106@000.ee","","","","","","","",""
"Techflame OÜ",14774225,"02.08.2019","EE102250156",2500,"notificationemail","Serge.golebiewski@protonmail.com","","","","","","","",""
"Techmeup OÜ",14766160,"22.07.2019","",2500,"email","ww570680@gmail.com","","","","","","","",""
"TechnoGroup OÜ",11931368,"26.04.2010","","2556 EUR","address","","Roosikrantsi tn 2-22","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"TechnoGroup OÜ",11931368,"26.04.2010","","2556 EUR","ariregistriaddres","","Roosikrantsi tn 2-22","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"TechnoGroup OÜ",11931368,"26.04.2010","","2556 EUR","email","technogrup@gmail.com","","","","","","","",""
"TechnoGroup OÜ",11931368,"26.04.2010","","2556 EUR","notificationemail","andrejs21@inbox.lv","","","","","","","","kinnitatud 24.10.18"
"TechnoPoint OÜ",14044194,"05.05.2016","",2500,"email","office@technopointestonia.com","","","","","","","",""
"TechnoPoint OÜ",14044194,"05.05.2016","",2500,"notificationemail","ccabletec@gmail.com","","","","","","","",""
"TechnoSmart OÜ","","00.00.0000","","2500 EUR","delivery","","21, Aglantzias Ave., Block 21 B, Floor 2, Office 1","Aglantzia, Nicosia","CY",2108,"MICHALIS TSITSEKKOS & ASSOCIATES LAWYERS LIMITED COMPANY, privet person:NIKOLETTA CONSTANTINOU","nikoletta@tsitsekkos.com.cy","+357 22462050",""
"TechnoWorld OÜ",14575603,"27.09.2018","",2500,"address","","","","","","","","",""
"TechnoWorld OÜ",14575603,"27.09.2018","",2500,"ariregistriaddres","","","","","","","","",""
"TechnoWorld OÜ",14575603,"27.09.2018","",2500,"email","TechnoWorld OÜ","","","","","","","",""
"TechnoWorld OÜ",14575603,"27.09.2018","",2500,"notificationemail","worldfintechnikos@gmail.com","","","","","","","",""
"TechPlus OÜ",12432213,"05.03.2013","","0 EUR","email","cintaichom@gmail.com","","","","","","","",""
"TechVentures OÜ",14421136,"01.02.2018","",2500,"address","","Roosikrantsi tn 2-378","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"TechVentures OÜ",14421136,"01.02.2018","",2500,"ariregistriaddres","","Roosikrantsi tn 2-378","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"TechVentures OÜ",14421136,"01.02.2018","",2500,"email","ask@rorez.com","","","","","","","",""
"TechVentures OÜ",14421136,"01.02.2018","",2500,"notificationemail","ansvaibhav@gmail.com","","","","","","","",""
"TempoTech OÜ",14988268,"11.06.2020","",12000,"address","","Kaarli pst 1 // Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"TempoTech OÜ",14988268,"11.06.2020","",12000,"ariregistriaddres","","Kaarli pst 1 // Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"TempoTech OÜ",14988268,"11.06.2020","",12000,"email","carlos.tavares.pereira1983@gmail.com","","","","","","","",""
"TempoTech OÜ",14988268,"11.06.2020","",12000,"notificationemail","legal@fndp-center.com","","","","","","","",""
"TENTH EXPRESS OÜ",14735159,"31.05.2019","","2500 EUR","address","","Roosikrantsi tn 2-1008","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"TENTH EXPRESS OÜ",14735159,"31.05.2019","","2500 EUR","ariregistriaddres","","Roosikrantsi tn 2-1008","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"TENTH EXPRESS OÜ",14735159,"31.05.2019","","2500 EUR","email","679k@000.ee","","","","","","","",""
"TENTH EXPRESS OÜ",14735159,"31.05.2019","","2500 EUR","notificationemail","oil@tenthparts.com","","","","","","","",""
"TENTH OÜ",14703107,"11.04.2019","EE102167935","2500 EUR","address","","Roosikrantsi tn 2-340k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"TENTH OÜ",14703107,"11.04.2019","EE102167935","2500 EUR","ariregistriaddres","","Roosikrantsi tn 2-340k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"TENTH OÜ",14703107,"11.04.2019","EE102167935","2500 EUR","email","oil@tenthparts.com","","","","","","","",""
"TENTH OÜ",14703107,"11.04.2019","EE102167935","2500 EUR","notificationemail","claudio@trostenconsulting.co.uk","","","","","","","",""
"Tethys Trade OÜ",14603038,"08.11.2018","",2500,"address","","Roosikrantsi tn 2-1161","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Tethys Trade OÜ",14603038,"08.11.2018","",2500,"ariregistriaddres","","Roosikrantsi tn 2-1161","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Tethys Trade OÜ",14603038,"08.11.2018","",2500,"email","1161@000.ee","","","","","","","",""
"Tethys Trade OÜ",14603038,"08.11.2018","",2500,"notificationemail","olga@vnk.ee","","","","","","","",""
"Tillerson Corporation OÜ",14786234,"21.08.2019","",2500,"ariregistriaddres","","","","","","","","",""
"Tillerson Corporation OÜ",14786234,"21.08.2019","",2500,"email","1137@000.ee","","","","","","","",""
"Tillerson Corporation OÜ",14786234,"21.08.2019","",2500,"notificationemail","poly.s@barucholdings.com","","","","","","","",""
"TimeFlow OÜ",14044129,"05.05.2016","",2505,"address","","","","","","","","",""
"TimeFlow OÜ",14044129,"05.05.2016","",2505,"email","igor.pejovic74@gmail.com","","","","","","","",""
"TimeFlow OÜ",14044129,"05.05.2016","",2505,"notificationemail","igor.pejovic74@gmail.com","","","","","","","",""
"TimeSmart Team OÜ",14507642,"14.06.2018","",2500,"ariregistriaddres","","","","","","","","",""
"TimeSmart Team OÜ",14507642,"14.06.2018","",2500,"email","TimeSmart Team OÜ","","","","","","","",""
"TimeSmart Team OÜ",14507642,"14.06.2018","",2500,"notificationemail","Dmitrii.Khodarkevich@gmail.com","","","","","","","",""
"Tiorga OÜ",16240677,"28.05.2021","EE102494967","2500 EUR","address","","Roseni tn 13","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10111,"","","",""
"Tiorga OÜ",16240677,"28.05.2021","EE102494967","2500 EUR","ariregistriaddres","","Roseni tn 13","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10111,"","","",""
"Tiorga OÜ",16240677,"28.05.2021","EE102494967","2500 EUR","email","1090@000.ee","","","","","","","",""
"Tiorga OÜ",16240677,"28.05.2021","EE102494967","2500 EUR","notificationemail","lior.rozenberg@mellius.com","","","","","","","",""
"TopCoin Management OÜ",14724351,"15.05.2019","",12000,"address","","Väike-Paala tn 2","Tallinn","EE",11415,"","","",""
"TopCoin Management OÜ",14724351,"15.05.2019","",12000,"ariregistriaddres","","Väike-Paala tn 2","Tallinn","",11415,"","","",""
"TopCoin Management OÜ",14724351,"15.05.2019","",12000,"email","support@coinsxp.com","","","","","","","",""
